19.567,39.6878,121.44,2.67532
19.5376,39.7557,121.44,2.67532
19.4788,39.6878,121.44,2.66332
19.4494,39.7217,121.44,2.67532
19.4984,39.586,121.44,2.67532
19.4788,39.5521,121.44,2.66332
19.4592,39.5181,121.44,2.67532
19.4494,39.5521,121.44,2.67532
19.4788,39.4162,121.44,2.68742
19.469,39.3483,121.44,2.67532
19.4788,39.4842,121.44,2.66332
19.4592,39.5521,121.44,2.67532
19.4592,39.5521,121.44,2.67532
19.4494,39.5521,121.44,2.67532
19.4396,39.5521,121.44,2.67532
19.4396,39.4162,121.44,2.67532
19.4396,39.3483,121.44,2.67532
19.4396,39.3483,121.44,2.67532
19.4396,39.3483,121.44,2.67532
19.371,39.586,121.44,2.67532
19.371,39.5521,121.44,2.66332
19.3906,39.5521,121.44,2.67532
19.4004,39.4162,121.44,2.67532
19.4004,39.4502,121.44,2.66332
19.4004,39.5521,121.44,2.67532
19.3808,39.5521,121.44,2.67532
19.371,39.5521,121.44,2.67532
19.371,39.5181,121.44,2.66332
19.371,39.4162,121.44,2.67532
19.3416,39.5181,121.44,2.67532
19.3612,39.2803,121.44,2.67532
19.3416,39.3483,121.44,2.67532
19.3416,39.3823,121.44,2.67532
19.3416,39.5181,121.44,2.67532
19.322,39.5521,121.44,2.67532
19.3122,39.62,121.44,2.67532
19.2828,39.62,121.44,2.67532
19.3024,39.5521,121.44,2.67532
19.273,39.5521,121.44,2.67532
19.2828,39.4162,121.44,2.67532
19.273,39.2803,121.44,2.67532
19.2534,39.5521,121.44,2.67532
19.2632,39.4842,121.44,2.66332
19.2338,39.2803,121.44,2.67532
19.2142,39.5521,121.44,2.67532
19.2044,39.5521,121.44,2.67532
19.1848,39.62,121.44,2.66332
19.2044,39.5521,121.44,2.67532
19.2044,39.5521,121.44,2.66332
19.1848,39.5521,121.44,2.67532
19.1848,39.5521,121.44,2.65143
19.224,39.3483,121.44,2.66332
19.1946,39.4162,121.44,2.67532
19.2142,39.5521,121.44,2.67532
19.1848,39.4162,121.44,2.67532
19.1554,39.2803,121.44,2.66332
19.1554,39.2803,121.44,2.67532
19.126,39.5521,121.44,2.66332
19.126,39.5521,121.44,2.66332
19.1358,39.4502,121.44,2.66332
19.1358,39.3483,121.44,2.67532
19.126,39.2803,121.44,2.66332
19.1456,39.3143,121.44,2.66332
19.0868,39.62,121.44,2.67532
19.028,39.6878,121.44,2.67532
19.0476,39.5521,121.44,2.67532
19.0476,39.4842,121.44,2.67532
19.028,39.62,121.44,2.67532
19.028,39.5521,121.44,2.65143
19.0182,39.5521,121.44,2.66332
19.0182,39.5521,121.44,2.66332
19.028,39.5521,121.44,2.66332
19.0084,39.4842,121.44,2.65143
19.0084,39.4162,121.44,2.66332
19.0084,39.4162,121.44,2.66332
18.9692,39.6878,121.44,2.66332
18.9692,39.586,121.44,2.66332
18.979,39.5521,121.44,2.66332
18.9692,39.5521,121.44,2.67532
18.9594,39.7557,121.44,2.65143
18.9594,39.7217,121.44,2.66332
18.9398,39.6878,121.44,2.67532
18.9594,39.5521,121.44,2.66332
18.9496,39.5521,121.44,2.67532
18.9594,39.62,121.44,2.67532
18.9496,39.62,121.44,2.66332
18.9496,39.6539,121.44,2.66332
18.93,39.5181,121.44,2.67532
18.9202,39.5521,121.44,2.66332
18.9104,39.62,121.44,2.66332
18.9006,39.4842,121.44,2.66332
18.8712,39.7217,121.44,2.66332
18.8418,39.7557,121.44,2.66332
18.8516,39.8235,121.44,2.66332
18.881,39.6878,121.44,2.66332
18.8712,39.5521,121.44,2.67532
18.8418,39.7217,121.44,2.66332
18.8222,39.7896,121.44,2.66332
18.8222,39.7557,121.44,2.66332
18.832,39.8235,121.44,2.67532
18.832,39.8235,121.44,2.66332
18.832,39.62,121.44,2.66332
18.8418,39.7217,121.44,2.66332
18.8222,39.7557,121.44,2.66332
18.8418,39.7557,121.44,2.66332
18.8124,39.7557,121.44,2.66332
18.8026,39.7557,121.44,2.66332
18.7732,39.7217,121.44,2.66332
18.7732,39.8235,121.44,2.67532
18.783,39.8235,121.44,2.67532
18.7438,39.9591,121.44,2.65143
18.734,39.9252,121.44,2.66332
18.734,39.9591,121.44,2.66332
18.7536,39.8235,121.44,2.66332
18.734,39.6878,121.44,2.66332
18.734,39.62,121.44,2.66332
18.734,39.7896,121.44,2.66332
18.734,39.8913,121.44,2.66332
18.7144,39.8913,121.44,2.66332
18.7144,39.8574,121.44,2.67532
18.7144,39.8574,121.44,2.66332
18.7144,39.8913,121.44,2.65143
18.7046,39.8574,121.44,2.66332
18.7046,39.7557,121.44,2.66332
18.6948,39.8235,121.44,2.65143
18.6556,39.9252,121.44,2.66332
18.6164,39.9929,121.44,2.66332
18.6164,39.9591,121.44,2.66332
18.6752,39.6878,121.44,2.65143
18.6164,39.9252,121.44,2.67532
18.6164,39.8913,121.44,2.66332
18.6262,39.7557,121.44,2.65143
18.636,39.8235,121.44,2.66332
18.6164,39.8913,121.44,2.65143
18.5674,40.0268,121.44,2.65143
18.5576,39.9591,121.44,2.67532
18.538,39.9591,121.44,2.66332
18.5282,39.9591,121.44,2.65143
18.5184,40.0268,121.44,2.65143
18.4988,40.0268,121.44,2.65143
18.5184,39.9591,121.44,2.65143
18.5086,39.8913,121.44,2.66332
18.5086,39.7557,121.44,2.65143
18.5184,39.7557,121.44,2.66332
18.4694,39.9929,121.44,2.65143
18.44,39.9929,121.44,2.66332
18.4498,39.9591,121.44,2.66332
18.4498,40.1284,121.44,2.65143
18.4204,40.0268,121.44,2.65143
18.4204,40.0268,121.44,2.65143
18.4008,40.1622,121.44,2.65143
18.4204,40.1284,121.44,2.65143
18.4204,40.0268,121.44,2.66332
18.4204,39.8235,121.44,2.66332
18.4204,39.9929,121.44,2.65143
18.4204,39.9929,121.44,2.66332
18.4106,40.0268,121.44,2.66332
18.3616,39.9252,121.44,2.66332
18.3616,39.9591,121.44,2.65143
18.3616,40.0607,121.44,2.65143
18.3616,39.9252,121.44,2.65143
18.342,39.8913,121.44,2.66332
18.3126,40.0945,121.44,2.66332
18.3028,40.0945,121.44,2.66332
18.3028,40.0268,121.44,2.65143
18.3126,39.9929,121.44,2.66332
18.3028,39.9252,121.44,2.65143
18.293,39.8913,121.44,2.65143
18.3028,40.0268,121.44,2.65143
18.293,40.0268,121.44,2.65143
18.3028,40.0268,121.44,2.65143
18.293,40.0268,121.44,2.66332
18.2636,39.9591,121.44,2.65143
18.2538,40.1622,121.44,2.65143
18.2734,39.9929,121.44,2.65143
18.2832,39.8913,121.44,2.65143
18.244,40.0945,121.44,2.65143
18.2244,40.0945,121.44,2.65143
18.2342,40.0607,121.44,2.65143
18.2244,40.1284,121.44,2.65143
18.2048,40.1284,121.44,2.65143
18.2146,40.0268,121.44,2.65143
18.2048,40.0945,121.44,2.65143
18.1754,40.0607,121.44,2.66332
18.1656,40.0945,121.44,2.65143
18.1754,40.0945,121.44,2.65143
18.1852,40.0945,121.44,2.65143
18.146,40.0945,121.44,2.65143
18.1264,40.0945,121.44,2.65143
18.1264,40.1622,121.44,2.66332
18.1852,40.1622,121.44,2.65143
18.146,40.1622,121.44,2.65143
18.146,40.0607,121.44,2.65143
18.1754,39.9591,121.44,2.65143
18.1558,39.8235,121.44,2.65143
18.1068,40.0945,121.44,2.65143
18.0872,40.1622,121.44,2.65143
