47.597,44.79,44.73,45.567,55.2,84.257,41.627,48.9,45.53,19.89,19.2,19.79,19,17.167,7.0267,17.2,18.2,17.033
46.693,44.722,44.79,45.992,55.2,84.063,41.56,48.863,45.56,19.89,19.2,19.79,19,17.167,6.8333,17.2,18.2,17.067
46.3,44.627,44.933,45.89,55.09,83.157,41.433,48.73,45.5,19.89,19.2,19.79,18.927,17.167,6.56,17.2,18.2,17
46.067,44.59,45,45.723,55.09,83.423,41.29,48.59,45.4,19.89,19.2,19.79,18.89,17.167,6.4333,17.133,18.1,17
46.333,44.53,45,45.53,55.09,84.893,41.23,48.59,45.4,19.89,19.2,19.79,18.89,17.2,6.3667,17.2,18.1,17
46.027,44.5,44.933,45.73,55.03,85.767,41.26,48.59,45.29,19.89,19.2,19.79,18.89,17.133,6.3,17.133,18.1,17
45.767,44.5,44.9,45.79,54.967,86.09,41.2,48.59,45.29,19.89,19.2,19.79,18.89,17.1,6.2633,17.133,18.1,17
45.56,44.5,44.9,45.863,54.9,86.423,41.2,48.59,45.29,19.857,19.2,19.73,18.89,17.1,6.19,17.1,18.1,17
45.597,44.433,44.79,45.79,55,87.227,41.4,48.59,45.29,19.79,19.2,19.73,18.89,17.167,6.1233,17.167,18.1,17
46.09,44.4,44.863,46.097,55,87.627,41.5,48.59,45.29,19.857,19.23,19.79,18.89,17.1,6.19,17.2,18.1,17
45.863,44.4,44.9,46.43,55,87.867,42.718,48.59,45.29,19.927,19.357,19.79,18.89,17.1,6.19,17.247,18.1,17
46.397,44.4,44.827,46.43,55,87.993,44.263,48.633,45.29,20.067,19.427,19.79,19,17.1,6.1233,17.53,18.067,16.89
48,44.4,44.9,46.363,55.09,88.59,45.493,48.56,45.29,20.133,19.567,19.89,19,17.1,6.1233,17.823,18.067,16.963
52.727,45.1,45.493,47.223,55.163,88.215,46.16,48.667,45.327,20.26,19.73,19.89,19,17.1,6.0675,17.963,18.033,16.89
55.893,45.833,47.527,48.697,55.5,88.157,45.533,49.193,45.345,20.427,19.857,20.033,19,17.1,5.9,17.963,18.1,16.89
53.893,46.757,48.467,48.49,56.042,88.367,44.927,49.2,45.327,20.567,20.033,20.1,19,17.15,5.8,17.89,18.15,16.89
52.66,47.223,48.53,48.157,56.49,88.16,44.267,49.633,45.29,20.73,20.167,20.2,18.927,17.167,5.7267,17.76,18.23,16.89
53.66,47.057,48.447,47.963,56.933,87.3,43.727,50.027,45.29,20.857,20.2,20.2,18.89,17.2,5.5267,17.7,18.357,16.89
51.193,46.33,48.193,48.63,57.06,86.76,43.16,50.2,45.2,20.89,20.2,20.2,18.963,17.2,5.3333,17.667,18.533,16.89
49.8,46.027,47.633,49.5,70.727,87.463,42.693,50.26,45.2,20.89,20.2,20.167,19.033,17.593,5.3333,17.6,18.667,16.89
48.433,45.722,47.3,49.947,79,87.53,42.333,50.23,45.127,20.89,20.2,20.167,19.175,18.067,5.4667,17.6,18.73,16.89
47.633,45.53,47.027,49.697,79.73,86.957,42.067,50.29,45.127,20.963,20.26,20.2,19.26,17.667,5.5,17.533,18.857,16.89
47.063,45.223,46.827,49.167,79.257,86.563,43.633,50.163,45.06,21.033,20.29,20.26,19.323,17.6,5.56,17.633,18.89,16.89
46.597,44.963,46.633,48.427,78.393,86.33,43.633,50.03,45,21.1,20.357,20.29,19.39,17.567,5.6233,17.76,18.963,16.89
46.06,44.76,46.433,48.193,82.46,86.063,43.46,49.76,44.967,21.133,20.427,20.29,19.39,17.76,5.7633,17.857,19,16.89
45.8,44.76,46.223,47.8,82.59,85.59,43.4,49.7,44.9,21.2,20.5,20.39,19.39,18.357,5.6567,17.79,19.067,16.89
45.9,45.09,46.09,47.56,70.99,85.73,43.79,49.633,44.79,21.29,20.533,20.39,19.39,18.357,5.53,17.89,19.133,16.89
45.827,45.163,46.09,47.5,62.43,86.327,43.79,49.433,44.79,21.357,20.667,20.39,19.39,18.6,5.4333,17.89,19.2,16.89
45.69,45.06,46.09,47.993,59.03,86.6,43.7,49.4,44.7,21.39,20.7,20.39,19.427,18.667,5.5,17.89,19.23,16.89
45.333,44.933,46.06,48.467,56.727,86.467,43.57,49.327,44.7,21.5,20.7,20.39,19.567,18.823,5.59,17.865,19.29,16.89
45.127,44.633,46,48.093,55.333,86.325,43.4,49.163,44.59,21.5,20.79,20.39,19.667,18.963,5.59,17.79,19.29,16.823
44.967,44.36,45.933,47.5,54.093,86.227,43.223,49.03,44.53,21.533,20.79,20.427,19.6,19.033,5.6567,17.79,19.357,16.823
44.767,44.223,45.933,47.627,53.367,85.767,43.03,48.863,44.59,21.6,20.89,20.5,19.697,19.1,5.8333,17.79,19.39,16.89
44.56,43.963,45.79,47.567,52.472,85.033,42.76,48.863,44.523,21.6,20.963,20.5,20.097,19.158,5.9,17.79,19.39,16.89
44.36,43.833,45.73,47.223,51.99,84.127,42.627,48.95,44.433,21.6,21,20.5,20.597,19.2,6,17.79,19.34,16.823
44.2,43.7,45.59,47.03,51.52,84.06,42.627,49.23,44.5,21.6,21,20.5,20.997,19.223,6,17.7,19.29,16.89
